#S_x, S_y
0, 1.0004733167672466
4.034535624949569, 0.9631996213465863
10.540224320180748, 0.9075849011951249
19.718792866941023, 0.835995740149095
29.048656499636884, 0.7620399952668324
37.31945453078351, 0.7019879304224352
50.63342209311708, 0.6061412850550232
63.03961913983701, 0.5203526209915987
76.30315500685873, 0.43426813394864516
87.95287662390061, 0.3647497337593185
98.64439603001696, 0.30351437699680517
109.53764221738078, 0.24760383386581486
121.84297587347697, 0.19021417583717914
135.0560800451868, 0.13430363270618872
146.40321149035748, 0.0946633534492961
159.46502057613168, 0.05472725121287425
174.19107560719763, 0.023665838362324054
188.6649721617042, 0.005028990651994025
204.34922940369566, 0
220.08391834099896, 0
234.5073832001937, 0
249.98991366093762, 0
