#S_x, S_y
2.0794184346735634,0.9711402674830809
9.467853483606568,0.9168375106202209
16.14970222848362,0.8630122917513207
22.980036501024614,0.8092316131653798
29.95885630122953,0.7554509345794393
37.086161629098385,0.702177472741433
44.361952484631175,0.6490398130841122
51.934714395491824,0.595288820992092
59.80444736168036,0.5411531671858775
67.97115138319676,0.48713843457943906
76.58331198770495,0.43273294392523365
85.49244364754102,0.37841207165109025
94.55006083504102,0.3270449201085317
103.75616355020495,0.27735642146517936
112.9622662653689,0.23110725052758507
122.16836898053282,0.18832536930961685
131.37447169569677,0.1493183599638226
140.58057441086072,0.11417010853180576
149.78667712602464,0.08341189327705745
177.40498527151647,0.02009633297563651
186.6110879866804,0.007467063611696689
195.81719070184434,0.0018466988242384907
205.02329341700826,-0.00019452818812237815
214.22939613217218,-0.0004182242990655727
223.43549884733616,-0.0004182242990655727
232.64160156250009,-0.0004182242990655727
241.847704277664,-0.0004182242990655727
248.678038550205,0.0006219626168222359
168.80122950819674,0.03401869158878501
158.29918032786884,0.059439252336448645
