#S_x, S_y
0.012334714821392367, 1.000458140432099
9.109186895598981, 0.9214891975308642
16.76698901388066, 0.8603033371913581
24.167817906716664, 0.8021315586419754
31.67143608973094, 0.745165412808642
39.89457930399316, 0.6809654706790124
47.03843497138346, 0.6318359375
55.10739425037827, 0.5739655671296297
63.124958884283934, 0.5191092785493827
72.53017893559635, 0.45822482638888895
81.01029537530425, 0.4057798032407407
90.62109400697321, 0.34881365740740733
99.61515689757255, 0.29908130787037035
109.43153410959806, 0.24844473379629628
118.99093809617787, 0.2017264660493826
130.04078679034276, 0.15440538194444442
139.54879613183343, 0.1176335841049383
151.31816985724623, 0.07845052083333326
161.13454706927178, 0.050720968364197594
173.2122886652194, 0.024799864969135665
182.97727123215577, 0.010030864197530853
194.43827708703373, 0.0033998842592593004
208.21204197092297, 0.00008439429012341293
220.1869942766923, 0.00008439429012341293
233.54960199986846, 0.00008439429012341293
249.99588842839285, 0.00008439429012341293
