#S_x, S_y
0, 1
3.0917210580556542, 0.9409389197375063
7.471659223634489, 0.8874305906108026
12.96805221573343, 0.834427057041898
18.97973205084164, 0.7854618879353862
27.052559257986942, 0.7269056032306915
34.86774304362763, 0.6718828874305907
46.28993473033323, 0.6052498738011105
55.994503607007914, 0.5492175668854115
66.4720027481965, 0.4962140333165068
75.14599793885264, 0.4487632508833922
83.81999312950877, 0.4083796062594649
97.47509446925456, 0.3488137304391722
107.35142562693231, 0.30943967693084296
118.51597389213329, 0.27006562342251383
129.07935417382345, 0.23472993437657752
137.83923050498112, 0.2089853609288238
149.776709034696, 0.17566885411408373
159.39539677086913, 0.15345784957092368
168.75644108553763, 0.13175164058556277
178.4610099622123, 0.11256940938919735
190.99965647543797, 0.09237758707723365
204.4829955341807, 0.07370015143866748
216.84987976640332, 0.059565875820292824
227.84266575060116, 0.04795557799091377
239.17897629680527, 0.03937405350832912
250, 0.03230691569914179
