#S_x, S_y
0, 1.0003546099290779
6.810511089681775, 0.9425531914893616
13.62102217936355, 0.8865248226950353
19.949373191899717, 0.8368794326241134
27.2420443587271, 0.778723404255319
33.20877531340405, 0.7340425531914891
39.71793635486982, 0.6851063829787233
46.58871745419479, 0.6354609929078013
54.484088717454185, 0.5808510638297871
62.560270009643205, 0.5237588652482268
71.54050144648023, 0.4656028368794325
79.85776277724204, 0.4131205673758864
89.50096432015428, 0.35815602836879434
98.54146576663452, 0.30638297872340425
109.81195756991322, 0.2464539007092198
119.63596914175507, 0.20000000000000007
130.78592092574735, 0.15212765957446805
141.51398264223724, 0.11063829787234036
155.49662487946, 0.06524822695035448
166.40549662487945, 0.038652482269503574
180.99083895853425, 0.013475177304964392
192.08052073288331, 0.0035460992907800915
207.63018322082934, 0
223.42092574734812, 0
238.72950819672133, 0
250.0602700096432, -0.00035460992907809796
