#S_x, S_y
0, 1.0007691397467757
7.312595820221098, 0.9874571056679684
17.953683531025582, 0.9694119039166964
28.44347615589445, 0.9522541711040114
38.73154199951586, 0.9356880842503847
49.776083272815306, 0.9167554135605255
61.67796336641653, 0.8978227428706663
74.28588719438395, 0.8777067802626909
84.82611151456467, 0.860549047450006
97.68619381909141, 0.8398414388829726
109.68893730331638, 0.8209087681931133
120.17872992818528, 0.8052301502780737
131.82845154522715, 0.7874807715063308
146.50407488098122, 0.7638149331440067
159.36415718550793, 0.7448822624541476
171.87121762285165, 0.7253579458052302
185.33648027112082, 0.705241983197255
198.85217461470185, 0.6848301976097504
211.10707657548616, 0.6670808188380075
225.3288146534334, 0.646373210270974
240.6096183329299, 0.6253697787244115
249.98991366093762, 0.6120577446456041
249.98991366093762, 0.6120577446456041
