#S_x, S_y
0, 1.0005184033177812
0.176429075511642, 0.9191290824261276
0.352858151023284, 0.8190772420943493
0.8821453775582171, 0.7169517884914463
0.9703599153140345, 0.6397096941420425
1.5878616796047922, 0.5458786936236392
1.7642907551164413, 0.47433903576982883
2.1171489061397253, 0.39917055469154994
2.734650670430483, 0.30222913426645925
2.6464361326746584, 0.23068947641264892
3.3521524347212406, 0.148781752203214
4.410726887791107, 0.08605495075168479
6.616090331686657, 0.010368066355624483
18.083980239943543, 0
31.669019054340147, 0
46.04798870853916, 0
59.80945659844742, 0
72.07127734650669, -0.0005184033177814129
84.86238532110093, 0
98.62385321100916, 0
112.82639378969654, 0
124.99999999999997, 0
139.55539872971065, 0
155.52223006351446, 0
172.4594213126323, 0
192.83697953422723, 0
207.12773465067042, 0
225.3881439661256, 0
239.061397318278, 0
250, 0
